step,norm_speed,norm_lane_offset,norm_z_diff,norm_heading,norm_obstacle_dist,norm_yaw_rate,norm_last_steer,norm_last_tb,norm_curvature,norm_dist_next,norm_traffic_light,action_steer,action_throttle_brake
33,6.48644856937608e-07,-0.04925591126084328,0.03662746399641037,2.814663835337683e-09,1.0,6.773833938211737e-09,0.03253621980547905,0.8500000238418579,-0.11123131215572357,1.0,1.0,0.03253621980547905,0.8500000238418579
34,4.908512210022309e-07,-0.04925591126084328,0.018455352634191513,2.814663835337683e-09,1.0,4.388319041481736e-09,0.03253621980547905,0.8500000238418579,-0.11123131215572357,1.0,1.0,0.03253621980547905,0.8500000238418579
35,3.7565317256849085e-07,-0.04925591126084328,0.0031771850772202015,2.814663835337683e-09,1.0,3.5861127400949044e-09,0.03253621980547905,0.8500000238418579,-0.11123131215572357,1.0,1.0,0.03253621980547905,0.8500000238418579
36,2.752180705556384e-07,-0.04925591126084328,-0.010531234554946423,2.814663835337683e-09,1.0,2.6747812853500363e-09,0.03253621980547905,0.8500000238418579,-0.11123131215572357,1.0,1.0,0.03253621980547905,0.8500000238418579
37,2.058844899011092e-07,-0.04925591126084328,-0.021400833502411842,2.814663835337683e-09,1.0,2.185916780916841e-09,0.03253621980547905,0.8500000238418579,-0.11123131215572357,1.0,1.0,0.03253621980547905,0.8500000238418579
38,1.5558612176391762e-07,-0.04925591126084328,-0.03242862597107887,2.814663835337683e-09,1.0,1.580647945864655e-09,0.03253621980547905,0.8500000238418579,-0.11123131215572357,1.0,1.0,0.03253621980547905,0.8500000238418579
39,1.3244236640730378e-07,-0.04925591126084328,-0.040194664150476456,2.814663835337683e-09,1.0,1.467369892260706e-09,0.03253621980547905,0.8500000238418579,-0.11123131215572357,1.0,1.0,0.03253621980547905,0.8500000238418579
40,1.0221027935131133e-07,-0.04925591126084328,-0.04733409732580185,2.814663835337683e-09,1.0,1.0517847703894745e-09,0.03253621980547905,0.8500000238418579,-0.11123131215572357,1.0,1.0,0.03253621980547905,0.8500000238418579
41,7.007800206793036e-08,-0.04925591126084328,-0.0528680793941021,2.814663835337683e-09,1.0,8.030860421115449e-10,0.03253621980547905,0.8500000238418579,-0.11123131215572357,1.0,1.0,0.03253621980547905,0.8500000238418579
42,5.038427985937233e-08,-0.04925591126084328,-0.057495344430208206,2.814663835337683e-09,1.0,5.839667638340984e-10,0.03253621980547905,0.8500000238418579,-0.11123131215572357,1.0,1.0,0.03253621980547905,0.8500000238418579
43,3.318620045433818e-08,-0.04925591126084328,-0.060734253376722336,2.814663835337683e-09,1.0,5.170846528734785e-10,0.03253621980547905,0.8500000238418579,-0.11123131215572357,1.0,1.0,0.03253621980547905,0.8500000238418579
44,3.249167690455579e-08,-0.04925591126084328,-0.06370681524276733,2.814663835337683e-09,1.0,4.772561790211682e-10,0.03253621980547905,0.8500000238418579,-0.11123131215572357,1.0,1.0,0.03253621980547905,0.8500000238418579
45,2.065563364794798e-08,-0.04925591126084328,-0.06587764620780945,2.814663835337683e-09,1.0,2.8188293366149253e-10,0.03253621980547905,0.8500000238418579,-0.11123131215572357,1.0,1.0,0.03253621980547905,0.8500000238418579
46,4.877934056679578e-09,-0.04925591126084328,-0.06726356595754623,2.814663835337683e-09,1.0,1.581927228100355e-10,0.03253621980547905,0.8500000238418579,-0.11123131215572357,1.0,1.0,0.03253621980547905,0.8500000238418579
47,6.4918306286188e-09,-0.04925591126084328,-0.06811820715665817,2.814663835337683e-09,1.0,1.6372760092142613e-10,0.03253621980547905,0.8500000238418579,-0.11123131215572357,1.0,1.0,0.03253621980547905,0.8500000238418579
48,1.457884302169532e-08,-0.04925591126084328,-0.06855930387973785,2.814663835337683e-09,1.0,1.7383962325201452e-10,0.03253621980547905,0.8500000238418579,-0.11123131215572357,1.0,1.0,0.03253621980547905,0.8500000238418579
49,4.255875651892893e-09,-0.04925591126084328,-0.06855449825525284,2.814663835337683e-09,1.0,3.022445488332082e-11,0.03253621980547905,0.8500000238418579,-0.11123131215572357,1.0,1.0,0.03253621980547905,0.8500000238418579
50,1.3050823755023089e-09,-0.04925591126084328,-0.06821567565202713,2.814663835337683e-09,1.0,4.837907852106582e-11,0.03253621980547905,0.8500000238418579,-0.11123131215572357,1.0,1.0,0.03253621980547905,0.8500000238418579
51,5.809909886522746e-09,-0.04925591126084328,-0.06755996495485306,2.814663835337683e-09,1.0,8.946210092175555e-12,0.03253621980547905,0.8500000238418579,-0.11123131215572357,1.0,1.0,0.03253621980547905,0.8500000238418579
52,1.228902535288512e-09,-0.04925591126084328,-0.06666187196969986,2.814663835337683e-09,1.0,5.68288081523316e-12,0.03253621980547905,0.8500000238418579,-0.11123131215572357,1.0,1.0,0.03253621980547905,0.8500000238418579
53,4.580765988748681e-09,-0.04925591126084328,-0.06554409116506577,2.814663835337683e-09,1.0,-2.3385685749000018e-11,0.03253621980547905,0.8500000238418579,-0.11123131215572357,1.0,1.0,0.03253621980547905,0.8500000238418579
54,4.163762667985793e-09,-0.04925591126084328,-0.06410690397024155,2.814663835337683e-09,1.0,-1.3049064433168223e-11,0.03253621980547905,0.8500000238418579,-0.11123131215572357,1.0,1.0,0.03253621980547905,0.8500000238418579
55,1.9188539646108893e-09,-0.04925591126084328,-0.06270641088485718,2.814663835337683e-09,1.0,2.95086546343859e-12,0.03253621980547905,0.8500000238418579,-0.11123131215572357,1.0,1.0,0.03253621980547905,0.8500000238418579
56,4.15583523150076e-09,-0.04925591126084328,-0.06108199805021286,2.814663835337683e-09,1.0,-4.509206202873983e-11,0.03253621980547905,0.8500000238418579,-0.11123131215572357,1.0,1.0,0.03253621980547905,0.8500000238418579
57,5.010571513253126e-09,-0.04925591126084328,-0.059325866401195526,2.814663835337683e-09,1.0,-2.1648717540845297e-11,0.03253621980547905,0.8500000238418579,-0.11123131215572357,1.0,1.0,0.03253621980547905,0.8500000238418579
58,1.0483597101540454e-08,-0.04925591126084328,-0.057513121515512466,2.814663835337683e-09,1.0,-1.0872290567842668e-10,0.03253621980547905,0.8500000238418579,-0.11123131215572357,1.0,1.0,0.03253621980547905,0.8500000238418579
59,5.806457092916162e-09,-0.04925591126084328,-0.05575893446803093,2.814663835337683e-09,1.0,-3.0225391633997845e-11,0.03253621980547905,0.8500000238418579,-0.11123131215572357,1.0,1.0,0.03253621980547905,0.8500000238418579
60,4.203553061188359e-09,-0.04925591126084328,-0.05367465689778328,2.814663835337683e-09,1.0,-5.6424979272273745e-11,0.03253621980547905,0.8500000238418579,-0.11123131215572357,1.0,1.0,0.03253621980547905,0.8500000238418579
61,3.9590246636578286e-09,-0.04925591126084328,-0.051944732666015625,2.814663835337683e-09,1.0,-7.244257277383426e-11,0.03253621980547905,0.8500000238418579,-0.11123131215572357,1.0,1.0,0.03253621980547905,0.8500000238418579
62,5.356654675381378e-09,-0.04925591126084328,-0.050010986626148224,2.814663835337683e-09,1.0,-7.049052314078708e-11,0.03253621980547905,0.8500000238418579,-0.11123131215572357,1.0,1.0,0.03253621980547905,0.8500000238418579
63,9.62461754738797e-09,-0.04925591126084328,-0.04812297597527504,2.814663835337683e-09,1.0,-1.0263268013233073e-10,0.03253621980547905,0.8500000238418579,-0.11123131215572357,1.0,1.0,0.03253621980547905,0.8500000238418579
64,0.00017862349341157824,-0.04925591126084328,-0.04608882963657379,2.814663835337683e-09,1.0,2.857177150872303e-06,0.03253621980547905,0.8500000238418579,-0.11123131215572357,1.0,1.0,0.03253621980547905,0.8500000238418579
65,0.00951433926820755,-0.049250829964876175,-0.04439506307244301,-6.729198958055349e-06,1.0,0.0009735783678479493,0.03253621980547905,0.8500000238418579,-0.11123131215572357,1.0,1.0,0.03253621980547905,0.8500000238418579
66,0.016178054735064507,-0.049240659922361374,-0.042438581585884094,-1.6871093976078555e-05,1.0,0.0012131171533837914,0.03253621980547905,0.8500000238418579,-0.11123131215572357,1.0,1.0,0.03253621980547905,0.8500000238418579
67,0.025934897363185883,-0.04922031611204147,-0.04066284000873566,-3.4425160265527666e-05,1.0,0.0022611040621995926,0.03253621980547905,0.8500000238418579,-0.11123131215572357,1.0,1.0,0.03253621980547905,0.8500000238418579
68,0.03327888995409012,-0.04918469861149788,-0.03885261341929436,-5.790408977190964e-05,1.0,0.002901851898059249,0.03253621980547905,0.8500000238418579,-0.11123131215572357,1.0,1.0,0.03253621980547905,0.8500000238418579
69,0.040261365473270416,-0.049154188483953476,-0.03717746585607529,-8.335262828040868e-05,1.0,0.0033165670465677977,0.032494593411684036,0.8500000238418579,-0.11123131215572357,1.0,1.0,0.032494593411684036,0.8500000238418579
70,0.047826725989580154,-0.049108412116765976,-0.035484351217746735,-0.00011588599591050297,1.0,0.004083747509866953,0.032494593411684036,0.8500000238418579,-0.11123131215572357,1.0,1.0,0.032494593411684036,0.8500000238418579
71,0.054786283522844315,-0.049057550728321075,-0.033844221383333206,-0.00015290494775399566,1.0,0.004661000333726406,0.032494593411684036,0.8500000238418579,-0.11123131215572357,1.0,1.0,0.032494593411684036,0.8500000238418579
72,0.06121152639389038,-0.049001600593328476,-0.03223281726241112,-0.0001940778602147475,1.0,0.005118409637361765,0.032494593411684036,0.8500000238418579,-0.11123131215572357,1.0,1.0,0.032494593411684036,0.8500000238418579
73,0.06740501523017883,-0.04894056171178818,-0.030683860182762146,-0.0002385086554568261,1.0,0.005564727820456028,0.0321342796087265,0.8500000238418579,-0.11123131215572357,1.0,1.0,0.0321342796087265,0.8500000238418579
74,0.07326626777648926,-0.04886935278773308,-0.029127158224582672,-0.000288414943497628,1.0,0.006007045041769743,0.0321342796087265,0.8500000238418579,-0.11123131215572357,1.0,1.0,0.0321342796087265,0.8500000238418579
75,0.07818659394979477,-0.04880322515964508,-0.027829017490148544,-0.00033379049273207784,1.0,0.0063494229689240456,0.0321342796087265,0.8500000238418579,-0.11123131215572357,1.0,1.0,0.0321342796087265,0.8500000238418579
76,0.08350637555122375,-0.04872183874249458,-0.02637733332812786,-0.0003900254669133574,1.0,0.00677700387313962,0.0321342796087265,0.8500000238418579,-0.11123131215572357,1.0,1.0,0.0321342796087265,0.8500000238418579
77,0.08841361850500107,-0.04863537475466728,-0.025028761476278305,-0.0004464404482860118,1.0,0.007051742635667324,0.0314825139939785,0.8500000238418579,-0.11123131215572357,1.0,1.0,0.0314825139939785,0.8500000238418579
78,0.09292725473642349,-0.04855399578809738,-0.02376422844827175,-0.000504000170622021,1.0,0.007393116597086191,0.0314825139939785,0.8500000238418579,-0.11123131215572357,1.0,1.0,0.0314825139939785,0.8500000238418579
79,0.09734335541725159,-0.04846244305372238,-0.02252429910004139,-0.0005648775259032845,1.0,0.007665068376809359,0.0314825139939785,0.8500000238418579,-0.11123131215572357,1.0,1.0,0.0314825139939785,0.8500000238418579
80,0.1015230044722557,-0.04837089404463768,-0.021339530125260353,-0.0006280604284256697,1.0,0.008000071160495281,0.0314825139939785,0.8500000238418579,-0.11123131215572357,1.0,1.0,0.0314825139939785,0.8500000238418579
81,0.10550973564386368,-0.04826917126774788,-0.02021087519824505,-0.00069208606146276,1.0,0.008170285262167454,0.030648646876215935,0.8500000238418579,-0.11123131215572357,1.0,1.0,0.030648646876215935,0.8500000238418579
82,0.10961512476205826,-0.04815726727247238,-0.019050750881433487,-0.0007633316563442349,1.0,0.008446617051959038,0.030648646876215935,0.8500000238418579,-0.11123131215572357,1.0,1.0,0.030648646876215935,0.8500000238418579
83,0.11312656104564667,-0.048055537045001984,-0.0180595014244318,-0.0008280088659375906,1.0,0.00863516516983509,0.030648646876215935,0.8500000238418579,-0.11123131215572357,1.0,1.0,0.030648646876215935,0.8500000238418579
84,0.11672699451446533,-0.04794364795088768,-0.017052344977855682,-0.0008988367044366896,1.0,0.00889501255005598,0.030648646876215935,0.8500000238418579,-0.11123131215572357,1.0,1.0,0.030648646876215935,0.8500000238418579
85,0.12014494836330414,-0.04782666265964508,-0.016105536371469498,-0.0009692999883554876,1.0,0.009009819477796555,0.029728323221206665,0.8500000238418579,-0.11123131215572357,1.0,1.0,0.029728323221206665,0.8500000238418579
86,0.12356091290712357,-0.04770458862185478,-0.015172652900218964,-0.0010435442673042417,1.0,0.009191110730171204,0.029728323221206665,0.8500000238418579,-0.11123131215572357,1.0,1.0,0.029728323221206665,0.8500000238418579
87,0.12681308388710022,-0.04757743328809738,-0.014297561720013618,-0.001117790350690484,1.0,0.0093610268086195,0.029728323221206665,0.8500000238418579,-0.11123131215572357,1.0,1.0,0.029728323221206665,0.8500000238418579
88,0.1301405429840088,-0.04744010046124458,-0.013421592302620411,-0.0011977734975516796,1.0,0.009569277055561543,0.029728323221206665,0.8500000238418579,-0.11123131215572357,1.0,1.0,0.029728323221206665,0.8500000238418579
89,0.13346005976200104,-0.047302767634391785,-0.01256839744746685,-0.0012805392034351826,1.0,0.009645559825003147,0.028703901916742325,0.8500000238418579,-0.11123131215572357,1.0,1.0,0.028703901916742325,0.8500000238418579
90,0.1360672116279602,-0.047185782343149185,-0.011904029175639153,-0.0013479116605594754,1.0,0.00975224282592535,0.028703901916742325,0.8500000238418579,-0.11123131215572357,1.0,1.0,0.028703901916742325,0.8500000238418579
91,0.13891659677028656,-0.04704844951629639,-0.011199836619198322,-0.0014241404132917523,1.0,0.009884209372103214,0.028703901916742325,0.8500000238418579,-0.11123131215572357,1.0,1.0,0.028703901916742325,0.8500000238418579
92,0.1418747454881668,-0.04689585790038109,-0.010491752065718174,-0.0015063571045175195,1.0,0.010041325353085995,0.028703901916742325,0.8500000238418579,-0.11123131215572357,1.0,1.0,0.028703901916742325,0.8500000238418579
93,0.14466285705566406,-0.04675343632698059,-0.009841689839959145,-0.0015856802929192781,1.0,0.010066400282084942,0.027559254318475723,0.8500000238418579,-0.11123131215572357,1.0,1.0,0.027559254318475723,0.8500000238418579
94,0.14759019017219543,-0.04659576714038849,-0.00918506644666195,-0.0016712824581190944,1.0,0.010144333355128765,0.027559254318475723,0.8500000238418579,-0.11123131215572357,1.0,1.0,0.027559254318475723,0.8500000238418579
95,0.15008029341697693,-0.04645335301756859,-0.008637351915240288,-0.0017460975795984268,1.0,0.010238336399197578,0.027559254318475723,0.8500000238418579,-0.11123131215572357,1.0,1.0,0.027559254318475723,0.8500000238418579
96,0.15294095873832703,-0.04628042131662369,-0.008039130829274654,-0.0018345918506383896,1.0,0.01036849245429039,0.027559254318475723,0.8500000238418579,-0.11123131215572357,1.0,1.0,0.027559254318475723,0.8500000238418579
97,0.15538525581359863,-0.04613291472196579,-0.007538795471191406,-0.0019114037277176976,1.0,0.010370995849370956,0.026489246636629105,0.8500000238418579,-0.11123131215572357,1.0,1.0,0.026489246636629105,0.8500000238418579
98,0.15796275436878204,-0.04597014933824539,-0.007033919915556908,-0.001993925776332617,1.0,0.01041940227150917,0.026489246636629105,0.8500000238418579,-0.11123131215572357,1.0,1.0,0.026489246636629105,0.8500000238418579
99,0.16044752299785614,-0.04580230638384819,-0.006564598064869642,-0.0020751324482262135,1.0,0.010496560484170914,0.026489246636629105,0.8500000238418579,-0.11123131215572357,1.0,1.0,0.026489246636629105,0.8500000238418579
100,0.1629815548658371,-0.045629363507032394,-0.006106986664235592,-0.0021597931627184153,1.0,0.010597104206681252,0.026489246636629105,0.8500000238418579,-0.11123131215572357,1.0,1.0,0.026489246636629105,0.8500000238418579
101,0.16560684144496918,-0.04545135423541069,-0.005656051449477673,-0.0022482783533632755,1.0,0.010565011762082577,0.02530629001557827,0.8500000238418579,-0.11123131215572357,1.0,1.0,0.02530629001557827,0.8500000238418579
102,0.168127179145813,-0.04526824131608009,-0.00523998262360692,-0.002334373304620385,1.0,0.010588163509964943,0.02530629001557827,0.8500000238418579,-0.11123131215572357,1.0,1.0,0.02530629001557827,0.8500000238418579
103,0.17039689421653748,-0.045095305889844894,-0.004876441787928343,-0.0024130463134497404,1.0,0.010640581138432026,0.02530629001557827,0.8500000238418579,-0.11123131215572357,1.0,1.0,0.02530629001557827,0.8500000238418579
104,0.17285558581352234,-0.0449071042239666,-0.004505004733800888,-0.002499714493751526,1.0,0.010721311904489994,0.02530629001557827,0.8500000238418579,-0.11123131215572357,1.0,1.0,0.02530629001557827,0.8500000238418579
105,0.17523431777954102,-0.0447239987552166,-0.004160690121352673,-0.002583840163424611,1.0,0.010666637681424618,0.024110708385705948,0.8500000238418579,-0.11123131215572357,1.0,1.0,0.024110708385705948,0.8500000238418579
106,0.1775047779083252,-0.0445408970117569,-0.0038448332343250513,-0.0026647502090781927,1.0,0.010664500296115875,0.024110708385705948,0.8500000238418579,-0.11123131215572357,1.0,1.0,0.024110708385705948,0.8500000238418579
107,0.17999495565891266,-0.0443374440073967,-0.0035214994568377733,-0.0027544889599084854,1.0,0.010701457969844341,0.024110708385705948,0.8500000238418579,-0.11123131215572357,1.0,1.0,0.024110708385705948,0.8500000238418579
108,0.18228735029697418,-0.0441390760242939,-0.0032335661817342043,-0.0028381282463669777,1.0,0.010761168785393238,0.024110708385705948,0.8500000238418579,-0.11123131215572357,1.0,1.0,0.024110708385705948,0.8500000238418579
109,0.18459045886993408,-0.0439407080411911,-0.0029589461628347635,-0.002922144951298833,1.0,0.010691492818295956,0.02294188179075718,0.8500000238418579,-0.11123131215572357,1.0,1.0,0.02294188179075718,0.8500000238418579
110,0.18683560192584991,-0.0437423437833786,-0.0027030943892896175,-0.0030043963342905045,1.0,0.01067433413118124,0.02294188179075718,0.8500000238418579,-0.11123131215572357,1.0,1.0,0.02294188179075718,0.8500000238418579
111,0.1892496645450592,-0.0435236319899559,-0.0024472044315189123,-0.0030935329850763083,1.0,0.01069570705294609,0.02294188179075718,0.8500000238418579,-0.11123131215572357,1.0,1.0,0.02294188179075718,0.8500000238418579
112,0.19157849252223969,-0.0433049276471138,-0.0022111511789262295,-0.0031803620513528585,1.0,0.01074406411498785,0.02294188179075718,0.8500000238418579,-0.11123131215572357,1.0,1.0,0.02294188179075718,0.8500000238418579
113,0.19366271793842316,-0.043131981045007706,-0.0020038604270666838,-0.0032372851856052876,1.0,0.007793516386300325,-0.002096334006637335,0.8500000238418579,-0.11123131215572357,1.0,1.0,-0.002096334006637335,0.8500000238418579
114,0.1960051953792572,-0.042948879301548004,-0.0017908859299495816,-0.0032814403530210257,1.0,0.005366973578929901,-0.002096334006637335,0.8500000238418579,-0.11123131215572357,1.0,1.0,-0.002096334006637335,0.8500000238418579
115,0.19823390245437622,-0.042791206389665604,-0.0015962219331413507,-0.0033102852758020163,1.0,0.003674209350720048,-0.002096334006637335,0.8500000238418579,-0.11123131215572357,1.0,1.0,-0.002096334006637335,0.8500000238418579
116,0.2004159390926361,-0.042643699795007706,-0.001414565951563418,-0.0033292165026068687,1.0,0.002454499015584588,-0.002096334006637335,0.8500000238418579,-0.11123131215572357,1.0,1.0,-0.002096334006637335,0.8500000238418579
117,0.2026883363723755,-0.04249619320034981,-0.0012384032597765326,-0.0033472259528934956,1.0,0.0022359974682331085,0.0032590478658676147,0.8500000238418579,-0.11123131215572357,1.0,1.0,0.0032590478658676147,0.8500000238418579
118,0.20491497218608856,-0.042353782802820206,-0.0010740661527961493,-0.0033637089654803276,1.0,0.002081541810184717,0.0032590478658676147,0.8500000238418579,-0.11123131215572357,1.0,1.0,0.0032590478658676147,0.8500000238418579
119,0.2070644348859787,-0.042216453701257706,-0.0009220123174600303,-0.0033788594882935286,1.0,0.0019756886176764965,0.0032590478658676147,0.8500000238418579,-0.11123131215572357,1.0,1.0,0.0032590478658676147,0.8500000238418579
120,0.20939666032791138,-0.04206385463476181,-0.0007719421410001814,-0.0033946847543120384,1.0,0.0018958640284836292,0.0032590478658676147,0.8500000238418579,-0.11123131215572357,1.0,1.0,0.0032590478658676147,0.8500000238418579
121,0.21162256598472595,-0.041916362941265106,-0.0006335449288599193,-0.0034093158319592476,1.0,0.0018316797213628888,0.003166076261550188,0.8500000238418579,-0.11123131215572357,1.0,1.0,0.003166076261550188,0.8500000238418579
122,0.21381418406963348,-0.04177394136786461,-0.0005039977841079235,-0.0034234251361340284,1.0,0.0017891462193802,0.003166076261550188,0.8500000238418579,-0.11123131215572357,1.0,1.0,0.003166076261550188,0.8500000238418579
123,0.21593762934207916,-0.04163660854101181,-0.00038368222885765135,-0.003436923725530505,1.0,0.0017622204031795263,0.003166076261550188,0.8500000238418579,-0.11123131215572357,1.0,1.0,0.003166076261550188,0.8500000238418579
124,0.2181536704301834,-0.04148402437567711,-0.00026798248291015625,-0.003450910560786724,1.0,0.0017452369211241603,0.003166076261550188,0.8500000238418579,-0.11123131215572357,1.0,1.0,0.003166076261550188,0.8500000238418579
125,0.2202407717704773,-0.04134669527411461,-0.00016159057850018144,-0.0034638536162674427,1.0,0.0017115470254793763,0.0029705804772675037,0.8500000238418579,-0.11123131215572357,1.0,1.0,0.0029705804772675037,0.8500000238418579
126,0.2225194275379181,-0.04118901118636131,-5.817413330078125e-05,-0.003477829974144697,1.0,0.0016879733884707093,0.0029705804772675037,0.8500000238418579,-0.11123131215572357,0.9985002279281616,1.0,0.0029705804772675037,0.8500000238418579
127,0.2246694713830948,-0.04104151204228401,3.7727353628724813e-05,-0.0034909320529550314,1.0,0.001674844534136355,0.0029705804772675037,0.8500000238418579,-0.11123131215572357,0.9952085614204407,1.0,0.0029705804772675037,0.8500000238418579
